"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"LTR14",8.99667471014824,-0.597748957352427,0.245479958866699,0.00106253166798255,0.0112765457666535
"LTR16A",185.703311214788,0.471886246587706,0.160883487600111,0.000607430705757564,0.00733375053923812
"LTR16E1",33.3653262605244,-0.537073563343552,0.156391614853208,5.80630588109118e-05,0.00146944202683
"LTR18B",41.5843495267105,-0.452327141383512,0.252071175829016,0.00622718117320089,0.042905604313782
"LTR19C",12.9969419832681,-1.36488049613669,0.364167037958486,4.11353096705256e-06,0.00019333595545147
"LTR1B0",17.1915755931467,-2.63373076334695,0.6661185984207,0.00094855323688075,0.0103761285890479
"LTR1C",5.65711697282648,1.09272611835907,0.344860302365141,0.000147839392729538,0.00257151630853221
"LTR1F",3.63209760599544,-0.711080050237763,0.412796867440303,0.00362285772797952,0.0277190742443084
"LTR22",4.11157959886927,-0.0896200532404039,0.230383169903756,0.000177691269314445,0.00299797064638217
"LTR22B1",68.4600130306504,-1.42574367822342,0.362305120349513,0.00335785468485533,0.025841735469413
"LTR23-int",4.26581815025089,-0.849101699538841,0.397146250095619,0.00132546908298877,0.0129938226762033
"LTR24",78.437205865204,0.583188389503034,0.175409294453424,0.000123390195716768,0.00228706334596149
"LTR24C",22.0790678128121,-0.504897720187499,0.260333437899091,0.00396790701002048,0.029838660715354
"LTR25-int",58.3682065990209,0.628181793049087,0.211412350285938,0.000385139783775357,0.0052275850716638
"LTR26",78.9830120063713,0.652056669474471,0.186938438181055,6.32779339603208e-05,0.00151406838348695
"LTR26B",10.545714798022,-0.577922608117202,0.326925440098303,0.00405492956411925,0.0301485158552595
"LTR26E",30.0757122755436,1.50991884103935,0.412284660322952,1.57951593113246e-06,9.03757811030575e-05
"LTR28",9.2749995323739,-0.59059787182363,0.27521647456678,0.00229745417439832,0.0198911164046591
"LTR2B",383.939229967995,1.06146573599314,0.326016979175616,0.000122460435210313,0.00228706334596149
"LTR2C",108.567190531296,0.926454393769639,0.271502685229597,7.04985898114751e-05,0.00159958869296381
"LTR33A",49.3073148646246,-0.746679718465284,0.186130884439934,3.37779501839773e-06,0.000170968394008131
"LTR35A",4.61662925017223,-0.953442872305715,0.363849711850272,0.000399988329813072,0.00528320015774181
"LTR35B",31.1244855253136,0.773495983088099,0.247070376353322,0.000197205506824407,0.00320398082692493
"LTR36",44.6607929400774,-0.582105155121125,0.292100742207535,0.0024556713714864,0.0211219838227196
"LTR39",47.0754333960337,-0.583756514992147,0.150431226559658,9.64236219039409e-06,0.00038452571644117
"LTR41C",47.5940699979183,0.540670766222093,0.110451500363683,1.48418034391261e-07,1.77561939326272e-05
"LTR48",36.9796423576279,-0.808079012281146,0.28197075364697,0.000869908090999137,0.00986895730823159
"LTR48B",53.283901544951,0.720310231664155,0.151089762097129,2.30021822610842e-07,2.0570753302463e-05
"LTR5",2.37050635767915,-1.57910589335851,0.795762480569598,0.000850144285416454,0.00983120887836115
"LTR52",46.8926430216987,0.510520737133835,0.139773565300403,4.1452020986203e-05,0.00109101719235686
"LTR54",61.4904821279105,-0.416166098382628,0.183708538632553,0.0031484559324199,0.0246582980453453
"LTR62",18.5530893873918,-0.480928068355435,0.206724235283688,0.00203157925325236,0.0180645830897305
"LTR67B",54.1427106741011,0.309615455138193,0.1043656966036,0.00095403613926656,0.0103761285890479
"LTR71A",13.0329679120694,-0.839281248507286,0.326079726805559,0.000359315758441939,0.00503042061818714
"LTR76",200.57588184954,0.686287949838051,0.220860614258454,0.000230914700682678,0.00361766364402862
"LTR7Y",175.031952126388,-0.671360219284453,1.06290457015589,0.00473345765243074,0.0342917726625
"LTR80B",14.9160073434028,-0.661441797063117,0.324267287383674,0.00761471428757838,0.0491223725610449
